ABORT_TXN_WW,CEID,AUTO_ABORT
201901,ANTde,27
201901,ANTrv,7
201901,AVDcu,1
201901,AVDdi,7
201901,AVXdb,47
201901,BCLcu,19
201901,BCLnc,49
201901,BECcu,9
201901,BETcu,3
201901,BETnc,5
201901,BNDcv,3
201901,BPDdm,15
201901,BPDdx,9
201901,BPKdu,14
201901,BPQdx,7
201901,CARch,8
201901,CARco,8
201901,CARcu,6
201901,CATcs,3
201901,CATcv,1
201901,CATws,1
201901,CBFaa,5
201901,CDKcu,10
201901,CDKli,20
201901,CDMcn,1
201901,CDOck,18
201901,CDOco,12
201901,CDOcu,18
201901,CDOnc,21
201901,CDTco,7
201901,CDTlb,3
201901,CDTlo,5
201901,CDTnc,26
201901,CDTsc,5
201901,CDTsp,31
201901,CFScf,3
201901,CFScw,1
201901,CSBca,43
201901,CSBcd,49
201901,CSBcp,23
201901,CTIcu,5
201901,CTIcw,41
201901,CVDcc,35
201901,CVDco,28
201901,CVDcs,15
201901,CVDgc,7
201901,CVDnl,15
201901,CVDnn,12
201901,CVDph,10
201901,CVDxi,51
201901,DEAnc,7
201901,DEAnf,2
201901,DEAnr,2
201901,DEAns,60
201901,DFWci,64
201901,DFWni,73
201901,DMTcu,72
201901,DMTnc,3
201901,DORcu,53
201901,DORdm,177
201901,DRTcb,5
201901,DRTcu,14
201901,DRTnb,11
201901,DRTnc,22
201901,DVDco,9
201901,DVDcr,16
201901,DVDnl,8
201901,DVDnn,2
201901,DVDxi,3
201901,DWXaa,1
201901,EDTde,1
201901,EDTdt,2
201901,EDTns,2
201901,EPNcr,40
201901,EPNct,141
201901,EPNhx,40
201901,EPNti,13
201901,ESTwa,13
201901,ESTwc,27
201901,EVAbe,1
201901,FDAca,28
201901,FDAda,19
201901,FDBcu,1
201901,FDBdm,1
201901,FDBdt,10
201901,FDBdx,5
201901,FDHdm,21
201901,FDKcu,11
201901,FLOnc,1
201901,FLOng,25
201901,FLOnu,10
201901,FOXcu,121
201901,FOXdi,58
201901,GNTbb,3
201901,GSTbs,10
201901,GSTwa,38
201901,GTAbe,11
201901,GTAcm,3
201901,GTAcv,22
201901,GTOcb,15
201901,GTOcl,1
201901,GTOcu,18
201901,GTOtl,4
201901,GTOtm,4
201901,GTOtr,3
201901,GTOvg,4
201901,GTOvn,2
201901,GTOvs,2
201901,GTOvt,7
201901,GTRcm,3
201901,GTThm,1
201901,GTTts,4
201901,GTTvg,1
201901,GTTvj,1
201901,GTTvm,5
201901,GTTvs,7
201901,GTXde,36
201901,HDRdi,9
201901,HFRds,1
201901,HINcl,4
201901,HINcu,10
201901,HINde,26
201901,HINdl,24
201901,HMEcb,1
201901,HMEcm,8
201901,HMEct,87
201901,HMEcu,4
201901,HMEcx,12
201901,HRBcu,1
201901,HTAdi,12
201901,HTPsa,30
201901,HWPst,2
201901,ICEfn,18
201901,ICEmt,15
201901,ICEne,8
201901,ICEpy,25
201901,JGRwe,5
201901,JGRwx,20
201901,KCDnc,5
201901,KSTwa,1
201901,LATne,30
201901,LKLcu,22
201901,LSAcp,78
201901,LSAcs,115
201901,LSAcu,83
201901,LSAin,35
201901,LSAnc,46
201901,LSAnp,77
201901,LSAws,10
201901,LSBcp,55
201901,LSBnp,224
201901,MBDcv,8
201901,MIKab,17
201901,MIKcb,1
201901,MIRlb,3
201901,MTKcu,26
201901,NCDnc,10
201901,NDEcv,6
201901,NMTnc,321
201901,NSTcp,3
201901,NSTpn,9
201901,NSTwa,35
201901,NSTwn,25
201901,NSTwp,26
201901,ODEcv,5
201901,OMAcu,4
201901,OMAsc,4
201901,OMBcs,22
201901,OMBct,3
201901,OMBcu,16
201901,OMBli,35
201901,OMBns,21
201901,OMDli,14
201901,OMDns,16
201901,OMEcs,21
201901,OMEcu,1
201901,OMEli,4
201901,OMEns,3
201901,OMGnt,8
201901,OMGnw,5
201901,ONTxx,61
201901,ORLct,6
201901,ORLdt,53
201901,ORLdx,9
201901,OVZcu,6
201901,OVZdm,1
201901,OXScb,11
201901,OXSch,36
201901,OXScl,33
201901,OXScn,5
201901,OXScv,4
201901,OXTcr,17
201901,OXTon,23
201901,OXTrk,2
201901,PALcu,17
201901,PALnc,6
201901,PATbe,12
201901,PATne,3
201901,PATrt,8
201901,PATxt,2
201901,PCDcp,42
201901,PHXen,1
201901,PIAim,20
201901,PLBab,3
201901,PLBcv,16
201901,PLBhv,28
201901,PLBng,4
201901,PLByz,3
201901,PLEcg,19
201901,PLEng,24
201901,PLHcn,23
201901,PLIec,28
201901,PLIgl,28
201901,PLIhm,15
201901,PLIht,1
201901,PLImd,10
201901,PLIop,45
201901,PLIpg,22
201901,PLIps,15
201901,PLIsw,10
201901,PLItl,3
201901,PLIvg,2
201901,PLIyz,5
201901,PLMbd,8
201901,PLMbm,4
201901,PLMce,15
201901,PLMct,1
201901,PLMcv,11
201901,PLMcz,33
201901,PLMgl,5
201901,PLMhp,1
201901,PLMmd,4
201901,PLMmh,1
201901,PLMnv,6
201901,PLMnx,27
201901,PLMny,28
201901,PLMps,10
201901,PLMtl,8
201901,PLMwd,4
201901,PMMba,11
201901,PMMca,8
201901,PMMha,1
201901,PMMsa,12
201901,PRTcb,29
201901,PRTcu,29
201901,PRTnb,8
201901,PRTnc,41
201901,PRTnd,12
201901,QEKdm,1
201901,QNTcu,7
201901,QSAdt,5
201901,QSBdt,1
201901,RCLcr,5
201901,RCLcu,5
201901,RCLde,76
201901,RCLrg,4
201901,REKmk,12
201901,REXbe,2
201901,REXbl,3
201901,REXcd,20
201901,REXcl,52
201901,REXcu,54
201901,REXde,60
201901,REXdl,25
201901,REXml,1
201901,REXtl,5
201901,REXxl,28
201901,REXxx,50
201901,RIAli,4
201901,RIObg,5
201901,RIOcx,6
201901,RIOht,5
201901,RIOnc,17
201901,RIOnt,55
201901,RIOtn,2
201901,RMTaa,20
201901,ROXoo,21
201901,RVIox,2
201901,RVIst,10
201901,RVNsp,7
201901,SARli,18
201901,SASli,273
201901,SATaa,2
201901,SATdi,5
201901,SATnn,16
201901,SATpp,7
201901,SATtt,45
201901,SAUli,32
201901,SAXcu,7
201901,SAXli,16
201901,SAYli,37
201901,SBHcu,5
201901,SCCli,25
201901,SCDli,1
201901,SEAcv,4
201901,SENdi,42
201901,SKIdi,5
201901,SMTcu,1
201901,SNEcu,2
201901,SNElg,10
201901,SNEli,23
201901,SNQli,19
201901,SNUli,44
201901,SNVli,37
201901,SNYli,27
201901,SNYlr,7
201901,SPAdi,25
201901,SPBdi,41
201901,SPKnc,6
201901,SPNdf,5
201901,SPQdi,64
201901,SPUcn,5
201901,SPUtf,21
201901,SPUtn,21
201901,SPUtr,2
201901,SPUtw,12
201901,SRCdm,127
201901,SRCnc,6
201901,SRHdm,4
201901,SRKcu,49
201901,SRKcx,40
201901,SRKdm,25
201901,SRKnc,14
201901,SRNtm,1
201901,SSTeg,12
201901,SSTrg,14
201901,SSTsg,20
201901,SSTwa,19
201901,SSTwh,2
201901,STOsc,11
201901,STOsd,15
201901,STOsi,40
201901,STOsj,12
201901,STVdi,22
201901,TADrf,43
201901,TAOco,18
201901,TAOcs,11
201901,TAOcv,8
201901,TAOcx,52
201901,TAOnc,1
201901,TBCbc,97
201901,TBEbc,80
201901,TBTcv,3
201901,TFKcu,64
201901,TFKnc,128
201901,TFRcu,1
201901,TFRnc,22
201901,TGRcb,13
201901,TGRch,8
201901,TGRcj,1
201901,TGRcu,25
201901,TGRcx,10
201901,TGRcy,4
201901,TGRnb,1
201901,TGRnx,11
201901,TGRwe,38
201901,TGRwp,15
201901,TGRwx,2
201901,TIFyy,1
201901,TIMim,8
201901,TMCcv,19
201901,TOHdx,2
201901,TSPcv,3
201901,TVOcu,11
201901,TVOon,14
201901,UDCce,24
201901,UDCcu,137
201901,UDCdx,18
201901,UDLdm,411
201901,UDLdx,14
201901,UFRds,20
201901,UVSnc,3
201901,VDTcf,5
201901,VFAdi,50
201901,VFBbt,3
201901,VFCca,143
201901,VFGtw,5
201901,VFMcm,23
201901,VFNdi,15
201901,VFOcm,12
201901,VFOdi,56
201901,VFRcw,4
201901,VIMhc,20
201901,WCFcu,12
201901,WDPid,8
201901,WDPpn,20
201901,WPCst,14
201901,WRCcr,38
201901,WROrg,20
201901,WRScg,5
201901,WRScu,7
201901,WRSos,33
201901,WRSrg,21
201901,WRTrg,20
201901,WRXrg,3
201901,XCLcl,31
201901,XCLcr,1
201901,XCLcu,57
201901,XCTnc,7
201901,XDKnm,27
201901,XDKob,3
201901,XDKtb,24
201901,XIMii,4
201901,XMEdm,7
201901,XTAdi,65
201901,ZABcu,3
201901,ZDBcu,2
201902,ALEcu,11
201902,AMEcv,2
201902,ANTct,2
201902,ANTde,34
201902,ANTrv,4
201902,AVDcu,5
201902,AVDdi,34
201902,AVDiw,4
201902,AVXdb,68
201902,AYTli,2
201902,BCLcu,51
201902,BCLnc,11
201902,BECcu,2
201902,BETcu,2
201902,BETms,17
201902,BETnc,7
201902,BNDcv,13
201902,BPDdm,13
201902,BPDdx,6
201902,BPKdu,10
201902,BPQdx,6
201902,CARch,9
201902,CARco,5
201902,CARct,11
201902,CARcu,5
201902,CATcs,16
201902,CBFaa,9
201902,CDKcu,20
201902,CDKli,31
201902,CDMcn,6
201902,CDOck,25
201902,CDOco,13
201902,CDOcu,21
201902,CDOnc,4
201902,CDTco,4
201902,CDTlo,9
201902,CDTnc,48
201902,CDTsc,3
201902,CDTsp,43
201902,CFScf,7
201902,CSBca,60
201902,CSBcd,62
201902,CSBcp,31
201902,CSPcd,20
201902,CTIcu,7
201902,CTIcw,30
201902,CVDcc,70
201902,CVDco,105
201902,CVDcs,27
201902,CVDgc,14
201902,CVDnl,16
201902,CVDnn,28
201902,CVDph,23
201902,CVDxi,61
201902,DEAnc,23
201902,DEAnf,13
201902,DEAnr,1
201902,DEAns,39
201902,DFWci,21
201902,DFWni,102
201902,DMTcu,96
201902,DMTnc,3
201902,DORcu,66
201902,DORdm,150
201902,DRTcb,3
201902,DRTcu,11
201902,DRTnb,9
201902,DRTnc,21
201902,DVDco,8
201902,DVDcr,18
201902,DVDnl,9
201902,DVDnn,2
201902,DVDxi,7
201902,DWXaa,9
201902,EDTdc,2
201902,EDTdt,6
201902,EPNcr,65
201902,EPNct,210
201902,EPNhx,28
201902,EPNti,12
201902,ESTsz,3
201902,ESTwa,32
201902,ESTwc,18
201902,EVAbe,1
201902,FDAca,43
201902,FDAda,14
201902,FDBcu,1
201902,FDBdm,4
201902,FDBdt,1
201902,FDBdx,5
201902,FDHdm,35
201902,FDKcu,27
201902,FLOnc,5
201902,FLOng,29
201902,FLOnu,10
201902,FOXcu,53
201902,FOXdi,99
201902,GNTbb,1
201902,GRXde,2
201902,GSTbs,8
201902,GSTwa,22
201902,GTAbe,21
201902,GTAcm,1
201902,GTAcv,20
201902,GTOcb,8
201902,GTOcu,11
201902,GTOtl,4
201902,GTOtm,17
201902,GTOtr,3
201902,GTOvg,2
201902,GTOvt,1
201902,GTRcm,4
201902,GTThm,7
201902,GTTtg,1
201902,GTTts,2
201902,GTTvg,2
201902,GTTvm,5
201902,GTTvs,15
201902,GTXde,40
201902,HDRdi,6
201902,HFRds,1
201902,HINcl,9
201902,HINcu,15
201902,HINde,13
201902,HINdl,17
201902,HMEcb,3
201902,HMEcm,18
201902,HMEct,111
201902,HMEcx,18
201902,HRBcs,1
201902,HRBcu,1
201902,HTAdi,21
201902,HTPsa,41
201902,HWPcf,13
201902,ICEcp,1
201902,ICEfn,10
201902,ICEmp,4
201902,ICEmt,19
201902,ICEne,68
201902,ICEpy,30
201902,JGRwe,48
201902,JGRwx,18
201902,KCDnc,1
201902,KSTwa,5
201902,LATne,63
201902,LKLcu,29
201902,LSAcp,122
201902,LSAcs,74
201902,LSAcu,61
201902,LSAin,44
201902,LSAnc,61
201902,LSAnp,95
201902,LSAws,13
201902,LSBcp,45
201902,LSBnp,213
201902,LTAdi,1
201902,MBDcv,12
201902,MIKab,19
201902,MIKcb,4
201902,MIKnw,2
201902,MIRlb,2
201902,MTKcu,13
201902,NCDnc,2
201902,NDEcv,2
201902,NMTnc,249
201902,NSTcp,19
201902,NSTpn,21
201902,NSTwa,115
201902,NSTwn,53
201902,NSTwp,22
201902,ODEcv,1
201902,OMAsc,15
201902,OMBcs,12
201902,OMBct,1
201902,OMBcu,19
201902,OMBli,70
201902,OMBns,20
201902,OMDli,4
201902,OMDns,12
201902,OMEcs,33
201902,OMEcu,12
201902,OMEli,10
201902,OMEns,7
201902,OMGnt,6
201902,OMGnw,9
201902,ONTxx,50
201902,ORLct,9
201902,ORLdt,121
201902,ORLdx,11
201902,OVZcu,4
201902,OVZdm,17
201902,OXScb,20
201902,OXSch,41
201902,OXScl,66
201902,OXScn,40
201902,OXScv,1
201902,OXTcr,16
201902,OXTcz,2
201902,OXTon,28
201902,OXTrk,5
201902,PALcu,22
201902,PALnc,13
201902,PATbe,22
201902,PATne,11
201902,PATrt,23
201902,PATxt,6
201902,PBDct,2
201902,PCDcp,32
201902,PHXen,1
201902,PIAim,6
201902,PLBcv,11
201902,PLBhv,6
201902,PLBng,6
201902,PLByz,4
201902,PLEcg,18
201902,PLEng,17
201902,PLHcn,19
201902,PLIec,15
201902,PLIgl,39
201902,PLIhm,9
201902,PLIht,3
201902,PLImd,4
201902,PLIop,57
201902,PLIpg,29
201902,PLIps,33
201902,PLIsw,10
201902,PLItl,13
201902,PLIvg,2
201902,PLMbd,7
201902,PLMce,9
201902,PLMct,3
201902,PLMcv,16
201902,PLMcz,23
201902,PLMgl,5
201902,PLMmd,6
201902,PLMmh,1
201902,PLMnv,6
201902,PLMnx,19
201902,PLMny,15
201902,PLMps,3
201902,PLMtl,2
201902,PLMwd,12
201902,PMMba,14
201902,PMMca,1
201902,PMMha,5
201902,PMMsa,29
201902,PREet,7
201902,PRTcb,33
201902,PRTcu,27
201902,PRTnb,11
201902,PRTnc,44
201902,PRTnd,18
201902,QEKdm,17
201902,QNTcu,7
201902,QSAct,2
201902,QSAdt,13
201902,QSBdt,1
201902,RCLcr,40
201902,RCLde,186
201902,RCLrg,11
201902,RDLcd,1
201902,REKmk,8
201902,REXbe,2
201902,REXbl,9
201902,REXcd,13
201902,REXcl,27
201902,REXcu,50
201902,REXde,55
201902,REXdl,27
201902,REXml,4
201902,REXtl,22
201902,REXxl,11
201902,REXxx,35
201902,RIAli,11
201902,RIObg,8
201902,RIOht,9
201902,RIOnc,19
201902,RIOnt,40
201902,RIOtn,11
201902,RMTaa,19
201902,ROXoo,27
201902,RVIox,6
201902,RVIst,14
201902,RVNsp,14
201902,SARli,75
201902,SASli,267
201902,SATaa,23
201902,SATdi,10
201902,SATnn,9
201902,SATpp,21
201902,SATtt,36
201902,SAUli,59
201902,SAXcu,8
201902,SAXli,26
201902,SAYli,48
201902,SAZli,3
201902,SBHcu,9
201902,SCCli,13
201902,SCDli,11
201902,SEAcv,12
201902,SENdi,34
201902,SKIdi,17
201902,SNEcu,7
201902,SNElg,5
201902,SNEli,30
201902,SNQli,54
201902,SNUli,74
201902,SNVli,29
201902,SNYli,59
201902,SNYlr,5
201902,SPAdi,38
201902,SPBdi,43
201902,SPKnc,17
201902,SPNdf,15
201902,SPQdi,73
201902,SPQrs,3
201902,SPUtf,17
201902,SPUtn,22
201902,SPUtw,14
201902,SRCdm,129
201902,SRCnc,9
201902,SRHcu,2
201902,SRHdm,7
201902,SRKcu,37
201902,SRKcx,44
201902,SRKdm,12
201902,SRKnc,19
201902,SRNtm,4
201902,SSTcg,3
201902,SSTeg,53
201902,SSTrg,10
201902,SSTsg,13
201902,SSTwa,102
201902,SSTwh,28
201902,STOsc,21
201902,STOsd,13
201902,STOsi,40
201902,STOsj,5
201902,STVdi,29
201902,TADrf,32
201902,TAOcm,1
201902,TAOco,12
201902,TAOcs,43
201902,TAOcv,14
201902,TAOcx,45
201902,TAOnc,1
201902,TAQhy,5
201902,TBCbc,103
201902,TBEbc,199
201902,TBTct,4
201902,TBTcv,8
201902,TFKcu,33
201902,TFKnc,162
201902,TFRnc,32
201902,TGRcb,38
201902,TGRch,21
201902,TGRcj,1
201902,TGRcm,4
201902,TGRcu,36
201902,TGRcx,9
201902,TGRcy,3
201902,TGRnb,3
201902,TGRnx,2
201902,TGRwb,6
201902,TGRwe,33
201902,TGRwp,15
201902,TGRwx,1
201902,TIMim,18
201902,TMCcf,7
201902,TMCcv,17
201902,TOHdx,3
201902,TSPcv,9
201902,TVOcb,2
201902,TVOcu,1
201902,TVOon,10
201902,UDCce,16
201902,UDCcu,106
201902,UDCdx,38
201902,UDLdm,646
201902,UDLdx,8
201902,UFRds,26
201902,UVSnc,2
201902,VFAdi,27
201902,VFCca,298
201902,VFGtw,3
201902,VFMcm,75
201902,VFNdi,18
201902,VFOcm,5
201902,VFOdi,163
201902,VFRcw,11
201902,VIBcu,2
201902,VIMhc,26
201902,WCFcu,11
201902,WDPid,4
201902,WDPpn,7
201902,WGTcx,6
201902,WPCst,27
201902,WRCcr,21
201902,WROrg,24
201902,WRScg,5
201902,WRScu,4
201902,WRSos,61
201902,WRSrg,48
201902,WRTrg,18
201902,XCLcl,33
201902,XCLcr,1
201902,XCLcu,81
201902,XCTas,1
201902,XCTnc,8
201902,XDKnm,33
201902,XDKob,9
201902,XDKtb,17
201902,XIMii,7
201902,XMEdm,6
201902,XMTcu,2
201902,XTAdi,36
201902,Z-EXCLUDE,7
201902,ZABcu,1
201902,ZDBcu,2
201902,ZDFnc,1
201902,ZMOce,2
201903,ABVnc,2
201903,ALEcu,6
201903,AMEcv,4
201903,ANTct,2
201903,ANTde,54
201903,ANTrv,2
201903,AVDcu,5
201903,AVDdi,16
201903,AVDiw,3
201903,AVXdb,67
201903,BCLcu,54
201903,BCLnc,10
201903,BECcu,12
201903,BETcu,4
201903,BETms,2
201903,BETnc,2
201903,BNDcv,8
201903,BPDdm,21
201903,BPDdx,15
201903,BPKdu,23
201903,BPQdx,1
201903,CARch,15
201903,CARco,5
201903,CARcu,27
201903,CATcs,24
201903,CATcv,2
201903,CATws,5
201903,CBFaa,4
201903,CDKcu,43
201903,CDKli,46
201903,CDMcn,3
201903,CDOck,41
201903,CDOco,27
201903,CDOcu,16
201903,CDOnc,7
201903,CDTco,10
201903,CDTlb,3
201903,CDTlo,6
201903,CDTnc,45
201903,CDTsc,2
201903,CDTsp,22
201903,CFScf,4
201903,CSBca,71
201903,CSBcd,56
201903,CSBcp,24
201903,CSPcd,10
201903,CTIcu,23
201903,CTIcw,22
201903,CVDcc,51
201903,CVDco,36
201903,CVDcs,29
201903,CVDgc,21
201903,CVDnl,10
201903,CVDnn,18
201903,CVDph,22
201903,CVDxi,41
201903,DEAnc,41
201903,DEAnf,4
201903,DEAnr,2
201903,DEAns,58
201903,DFWci,69
201903,DFWni,75
201903,DMTcu,76
201903,DMTnc,2
201903,DORcu,45
201903,DORdm,165
201903,DRTcb,8
201903,DRTcu,17
201903,DRTnb,11
201903,DRTnc,29
201903,DVDco,26
201903,DVDcr,8
201903,DVDnl,6
201903,DVDnn,2
201903,DVDxi,1
201903,DWXaa,1
201903,EDTdc,2
201903,EDTde,1
201903,EDTdt,8
201903,EDTns,4
201903,EPNcr,102
201903,EPNct,144
201903,EPNhx,28
201903,EPNti,10
201903,ESTsz,8
201903,ESTwa,27
201903,ESTwc,14
201903,EVAbe,2
201903,FDAca,31
201903,FDAda,17
201903,FDBcu,4
201903,FDBdm,3
201903,FDBdt,8
201903,FDBdx,14
201903,FDHcu,3
201903,FDHdm,45
201903,FDKcu,26
201903,FLOnc,9
201903,FLOng,29
201903,FLOnu,10
201903,FOXcu,93
201903,FOXdi,67
201903,GNTbb,6
201903,GRXde,1
201903,GSTbs,24
201903,GSTwa,20
201903,GTAbe,14
201903,GTAcm,2
201903,GTAcv,28
201903,GTOcb,5
201903,GTOcu,3
201903,GTOtl,11
201903,GTOtm,5
201903,GTOtr,4
201903,GTOvg,3
201903,GTOvn,4
201903,GTOvs,2
201903,GTOvt,4
201903,GTThm,4
201903,GTTtg,1
201903,GTTts,3
201903,GTTvg,8
201903,GTTvj,1
201903,GTTvm,3
201903,GTTvs,10
201903,GTXde,24
201903,HDRdi,13
201903,HFRds,1
201903,HINcl,11
201903,HINcu,17
201903,HINde,22
201903,HINdl,6
201903,HMEcm,26
201903,HMEct,104
201903,HMEcx,20
201903,HRBcs,5
201903,HRBcu,1
201903,HTAdi,8
201903,HTPsa,58
201903,HWPcf,33
201903,HWPst,4
201903,ICEcp,6
201903,ICEct,4
201903,ICEfn,21
201903,ICEmt,16
201903,ICEne,75
201903,ICEpy,53
201903,JGRwe,57
201903,JGRwx,18
201903,KCDnc,6
201903,KSTwa,3
201903,LATne,66
201903,LKLcu,21
201903,LSAcp,44
201903,LSAcs,75
201903,LSAcu,39
201903,LSAin,32
201903,LSAnc,71
201903,LSAnp,102
201903,LSAws,35
201903,LSBcp,56
201903,LSBnp,293
201903,MBDcv,8
201903,MIKab,5
201903,MIKcb,3
201903,MIKcw,3
201903,MIKnw,3
201903,MTKcu,1
201903,NCDnc,4
201903,NDEcv,1
201903,NMTnc,355
201903,NSTcp,22
201903,NSTpn,12
201903,NSTwa,102
201903,NSTwn,19
201903,NSTwp,19
201903,ODEcv,2
201903,OMAcu,3
201903,OMAsc,10
201903,OMBcs,24
201903,OMBct,6
201903,OMBcu,25
201903,OMBli,70
201903,OMBns,29
201903,OMDli,9
201903,OMDns,13
201903,OMEcs,21
201903,OMEcu,5
201903,OMEli,10
201903,OMEns,8
201903,OMGnt,4
201903,OMGnw,12
201903,ONTxx,68
201903,ORLct,9
201903,ORLcw,2
201903,ORLdt,104
201903,ORLdx,14
201903,OVZcu,7
201903,OVZdm,8
201903,OXScb,31
201903,OXSch,43
201903,OXScl,55
201903,OXScn,36
201903,OXTcr,12
201903,OXTcz,4
201903,OXTon,31
201903,OXTrk,9
201903,PALcu,8
201903,PALnc,7
201903,PATbe,33
201903,PATne,15
201903,PATrt,24
201903,PATxt,17
201903,PBDct,3
201903,PCDcp,16
201903,PHXen,2
201903,PIAim,6
201903,PLBab,4
201903,PLBcv,34
201903,PLBhv,8
201903,PLBng,1
201903,PLByz,5
201903,PLEcg,11
201903,PLEng,29
201903,PLHcn,8
201903,PLIec,6
201903,PLIgl,25
201903,PLIhm,4
201903,PLIht,14
201903,PLImd,3
201903,PLIop,70
201903,PLIpg,34
201903,PLIps,22
201903,PLIsw,13
201903,PLItl,2
201903,PLIvg,6
201903,PLIyz,2
201903,PLMbd,14
201903,PLMbm,1
201903,PLMct,6
201903,PLMcv,19
201903,PLMcz,20
201903,PLMgl,7
201903,PLMhp,5
201903,PLMmd,5
201903,PLMmh,3
201903,PLMnv,5
201903,PLMnx,19
201903,PLMny,30
201903,PLMps,10
201903,PMMba,49
201903,PMMca,4
201903,PMMha,1
201903,PMMsa,19
201903,PREet,5
201903,PREnc,12
201903,PRTcb,23
201903,PRTcu,22
201903,PRTnb,7
201903,PRTnc,55
201903,PRTnd,31
201903,QEKdm,3
201903,QNTcu,3
201903,QSAct,1
201903,QSAdt,6
201903,RCLcr,68
201903,RCLcu,11
201903,RCLde,111
201903,RDLcd,4
201903,REKmk,4
201903,REXbe,6
201903,REXbl,2
201903,REXcd,24
201903,REXcl,57
201903,REXcu,45
201903,REXde,165
201903,REXdl,24
201903,REXml,12
201903,REXtl,8
201903,REXxl,17
201903,REXxx,49
201903,RIAli,2
201903,RIObg,15
201903,RIOcx,1
201903,RIOht,5
201903,RIOnc,19
201903,RIOnt,37
201903,RIOtn,7
201903,RMTaa,41
201903,ROXoo,26
201903,RVIox,2
201903,RVIst,30
201903,RVNsp,12
201903,SARli,35
201903,SASli,245
201903,SATaa,8
201903,SATdi,5
201903,SATnn,15
201903,SATpp,24
201903,SATtt,11
201903,SAUli,64
201903,SAVli,1
201903,SAXcu,5
201903,SAXli,16
201903,SAYli,67
201903,SBHcu,18
201903,SCCli,25
201903,SCDli,8
201903,SEAcv,9
201903,SENdi,87
201903,SKIdi,32
201903,SMAdi,1
201903,SMTcu,1
201903,SNElg,5
201903,SNEli,10
201903,SNQli,24
201903,SNUli,67
201903,SNVli,37
201903,SNYli,64
201903,SNYlr,12
201903,SPAdi,15
201903,SPBdi,84
201903,SPKnc,16
201903,SPNdf,29
201903,SPQdi,83
201903,SPQrs,2
201903,SPUcn,3
201903,SPUtf,8
201903,SPUtn,14
201903,SPUtr,2
201903,SPUtw,13
201903,SRCdm,170
201903,SRCnc,8
201903,SRHcu,4
201903,SRHdm,6
201903,SRKcu,69
201903,SRKcx,84
201903,SRKdm,21
201903,SRKnc,11
201903,SRNtm,2
201903,SSTeg,8
201903,SSTrg,10
201903,SSTsg,37
201903,SSTwa,57
201903,STGcu,6
201903,STOsc,9
201903,STOsd,7
201903,STOsi,58
201903,STVdi,71
201903,TADrf,50
201903,TADro,2
201903,TAOcm,1
201903,TAOco,9
201903,TAOcs,15
201903,TAOcv,6
201903,TAOcx,47
201903,TAOnc,4
201903,TAQhy,1
201903,TBCbc,111
201903,TBEbc,195
201903,TBTct,1
201903,TBTcv,11
201903,TFKcu,35
201903,TFKnc,200
201903,TFRnc,32
201903,TGRcb,43
201903,TGRch,16
201903,TGRcj,3
201903,TGRcm,5
201903,TGRcu,27
201903,TGRcx,22
201903,TGRnx,2
201903,TGRwe,46
201903,TGRwp,12
201903,TIMim,12
201903,TMCcf,1
201903,TMCcv,18
201903,TOHdx,9
201903,TSPcv,2
201903,TVOcb,1
201903,TVOcu,9
201903,TVOhm,1
201903,TVOon,21
201903,UDCce,21
201903,UDCcu,125
201903,UDCdx,29
201903,UDLdm,636
201903,UDLdx,12
201903,UDNtm,3
201903,UFRds,34
201903,VFAdi,24
201903,VFCca,167
201903,VFGtw,10
201903,VFMcm,47
201903,VFNdi,37
201903,VFOcm,18
201903,VFOdi,71
201903,VFRcw,1
201903,VIBcu,1
201903,VIBdm,2
201903,VIMhc,58
201903,WCFcu,15
201903,WDPid,4
201903,WDPpn,11
201903,WGTcx,6
201903,WPCst,26
201903,WRCcr,34
201903,WROrg,2
201903,WRScg,9
201903,WRScu,25
201903,WRSos,28
201903,WRSrg,12
201903,WRTrg,30
201903,WRXrg,2
201903,XCLcl,34
201903,XCLcr,4
201903,XCLcu,78
201903,XCTnc,14
201903,XDKnm,33
201903,XDKob,1
201903,XDKtb,18
201903,XIMii,3
201903,XMEdm,11
201903,XMTcu,3
201903,XTAdi,29
201903,ZDFnc,3
201903,ZMOce,4
201904,ALEcu,2
201904,AMEcv,3
201904,ANTct,11
201904,ANTde,20
201904,ANTrv,12
201904,AVDcu,3
201904,AVDdi,31
201904,AVDiw,1
201904,AVXdb,38
201904,AYTli,6
201904,BCLcu,35
201904,BCLnc,15
201904,BECcu,2
201904,BETcu,2
201904,BETnc,15
201904,BNDcv,8
201904,BPDdm,29
201904,BPDdx,15
201904,BPKdu,13
201904,BPQdx,24
201904,CARch,17
201904,CARco,9
201904,CARct,1
201904,CARcu,4
201904,CATcs,11
201904,CATws,4
201904,CBFaa,15
201904,CDKcu,15
201904,CDKli,41
201904,CDMcn,3
201904,CDOck,20
201904,CDOco,29
201904,CDOcu,24
201904,CDOnc,8
201904,CDTco,13
201904,CDTlb,8
201904,CDTlo,6
201904,CDTnc,32
201904,CDTsc,8
201904,CDTsp,36
201904,CSBca,39
201904,CSBcd,35
201904,CSBcp,18
201904,CSPcd,3
201904,CTIcu,13
201904,CTIcw,39
201904,CVDcc,47
201904,CVDco,68
201904,CVDcs,27
201904,CVDgc,23
201904,CVDnl,15
201904,CVDnn,10
201904,CVDph,14
201904,CVDxi,58
201904,DEAnc,48
201904,DEAnf,6
201904,DEAnr,2
201904,DEAns,46
201904,DFWci,220
201904,DFWni,71
